2020-09-13_09:56:13_Real-time_State_<img src="http://172.18.75.9/WR_FS_V1/libraries_ext/img/first2.gif" width="20px" height="20px;">
index,Time Stamp,Forecast_Rev [MW],Actual [MW],AvC,Error = abs(Fc-ACT)/Avc
,Max [MW],589.16,569.92,2246.2,0.26,
,Min [MW],65.88,0,2220.2,0,
,Avg [MW],292.48,116.37,2243.01,0.11,
,MUs,7.02,1.16,53.83,0.00,
1,13-09-2020 00:00,321.56,38.37,2245.20,0.13
2,13-09-2020 00:15,326.55,23.79,2245.20,0.13
3,13-09-2020 00:30,318.68,12.65,2245.20,0.14
4,13-09-2020 00:45,300.35,7.52,2245.20,0.13
5,13-09-2020 01:00,297.48,3.55,2245.20,0.13
6,13-09-2020 01:15,295.86,0.14,2245.20,0.13
7,13-09-2020 01:30,117.41,0.00,2244.20,0.05
8,13-09-2020 01:45,117.04,1.14,2244.20,0.05
9,13-09-2020 02:00,117.19,9.74,2244.20,0.05
10,13-09-2020 02:15,118.34,21.69,2244.20,0.04
11,13-09-2020 02:30,148.46,16.73,2244.20,0.06
12,13-09-2020 02:45,152.72,4.72,2244.20,0.07
13,13-09-2020 03:00,65.88,0.33,2246.20,0.03
14,13-09-2020 03:15,67.20,0.01,2246.20,0.03
15,13-09-2020 03:30,70.05,0.03,2246.20,0.03
16,13-09-2020 03:45,73.93,4.35,2244.20,0.03
17,13-09-2020 04:00,78.51,7.23,2244.20,0.03
18,13-09-2020 04:15,102.62,5.15,2244.20,0.04
19,13-09-2020 04:30,66.89,2.35,2246.20,0.03
20,13-09-2020 04:45,73.04,7.52,2246.20,0.03
21,13-09-2020 05:00,75.75,12.74,2246.20,0.03
22,13-09-2020 05:15,78.50,25.27,2246.20,0.02
23,13-09-2020 05:30,97.02,46.72,2246.20,0.02
24,13-09-2020 05:45,101.31,77.47,2246.20,0.01
25,13-09-2020 06:00,69.05,98.89,2246.20,0.01
26,13-09-2020 06:15,82.82,134.52,2246.20,0.02
27,13-09-2020 06:30,115.51,186.44,2246.20,0.03
28,13-09-2020 06:45,162.18,208.55,2246.20,0.02
29,13-09-2020 07:00,201.14,237.42,2246.20,0.02
30,13-09-2020 07:15,238.55,245.82,2246.20,0.00
31,13-09-2020 07:30,298.79,231.19,2246.20,0.03
32,13-09-2020 07:45,329.90,247.17,2246.20,0.04
33,13-09-2020 08:00,366.65,200.55,2246.20,0.07
34,13-09-2020 08:15,401.33,138.77,2246.20,0.12
35,13-09-2020 08:30,428.43,199.49,2246.20,0.10
36,13-09-2020 08:45,459.36,296.08,2246.20,0.07
37,13-09-2020 09:00,478.45,371.64,2246.20,0.05
38,13-09-2020 09:15,498.17,437.23,2246.20,0.03
39,13-09-2020 09:30,512.75,521.91,2222.20,0.00
40,13-09-2020 09:45,526.67,569.92,2222.20,0.02
41,13-09-2020 10:00,540.87,,2220.20,0.24
42,13-09-2020 10:15,546.04,,2220.20,0.25
43,13-09-2020 10:30,548.59,,2240.20,0.24
44,13-09-2020 10:45,551.66,,2240.20,0.25
45,13-09-2020 11:00,565.46,,2240.20,0.25
46,13-09-2020 11:15,565.85,,2240.20,0.25
47,13-09-2020 11:30,572.93,,2240.20,0.26
48,13-09-2020 11:45,577.68,,2240.20,0.26
49,13-09-2020 12:00,589.16,,2240.20,0.26
50,13-09-2020 12:15,579.83,,2240.20,0.26
51,13-09-2020 12:30,557.92,,2240.20,0.25
52,13-09-2020 12:45,536.31,,2240.20,0.24
53,13-09-2020 13:00,519.52,,2242.20,0.23
54,13-09-2020 13:15,506.72,,2242.20,0.23
55,13-09-2020 13:30,478.59,,2220.20,0.22
56,13-09-2020 13:45,444.78,,2220.20,0.20
57,13-09-2020 14:00,425.86,,2220.20,0.19
58,13-09-2020 14:15,401.97,,2220.20,0.18
59,13-09-2020 14:30,376.50,,2244.20,0.17
60,13-09-2020 14:45,353.66,,2244.20,0.16
61,13-09-2020 15:00,334.13,,2244.20,0.15
62,13-09-2020 15:15,317.60,,2244.20,0.14
63,13-09-2020 15:30,288.88,,2244.20,0.13
64,13-09-2020 15:45,259.99,,2246.20,0.12
65,13-09-2020 16:00,244.66,,2246.20,0.11
66,13-09-2020 16:15,233.42,,2246.20,0.10
67,13-09-2020 16:30,213.72,,2246.20,0.10
68,13-09-2020 16:45,202.15,,2246.20,0.09
69,13-09-2020 17:00,198.00,,2246.20,0.09
70,13-09-2020 17:15,193.53,,2246.20,0.09
71,13-09-2020 17:30,188.62,,2246.20,0.08
72,13-09-2020 17:45,181.74,,2246.20,0.08
73,13-09-2020 18:00,185.90,,2246.20,0.08
